"date","fit","se.pred"
1991-01-01,7.45984705170363,NA
1991-01-02,7.4792023633678,NA
1991-01-03,7.60474468639148,NA
1991-01-04,7.37381587041214,NA
1991-01-05,7.26087909944853,NA
1991-01-06,7.15363138954612,NA
1991-01-07,7.04419225634179,NA
1991-01-08,7.06356622116404,NA
1991-01-09,6.96513994910942,NA
1991-01-10,7.10034385190387,NA
1991-01-11,7.27542817196784,NA
1991-01-12,7.22135500478919,NA
1991-01-13,7.1558915249256,NA
1991-01-14,7.14701521654311,NA
1991-01-15,7.21234857414172,NA
1991-01-16,7.19851356373095,NA
1991-01-17,7.10910371602113,NA
1991-01-18,7.03692773363602,NA
1991-01-19,7.56881323461511,NA
1991-01-20,7.3287904806595,NA
1991-01-21,7.20368888888889,NA
1991-01-22,7.38875390874265,NA
1991-01-23,7.21147776183644,NA
1991-01-24,7.1257658341046,NA
1991-01-25,7.05399889685604,NA
1991-01-26,7.05997135844095,NA
1991-01-27,7.0645413983394,NA
1991-01-28,7.06331491712707,NA
1991-01-29,7.13058251720296,NA
1991-01-30,7.21270685579196,NA
1991-01-31,7.36560041877885,NA
1991-02-01,7.58442367601246,NA
1991-02-02,7.52190475502312,NA
1991-02-03,7.47491989851336,NA
1991-02-04,7.45886483323581,NA
1991-02-05,7.36489157177615,NA
1991-02-06,7.46558904109589,NA
1991-02-07,6.08997048326833,NA
1991-02-08,5.11319505736981,NA
1991-02-09,5.81274935993782,NA
1991-02-10,6.67090322950163,NA
1991-02-11,7.72989642184557,NA
1991-02-12,7.76261302186978,NA
1991-02-13,7.84604534005038,NA
1991-02-14,7.91802815968076,NA
1991-02-15,8.01178232651024,NA
1991-02-16,7.79610385742909,NA
1991-02-17,7.57390925060942,NA
1991-02-18,7.37736572890025,NA
1991-02-19,7.19005249224292,NA
1991-02-20,7.78055555555556,NA
1991-02-21,7.79106506871529,NA
1991-02-22,7.77629943502825,NA
1991-02-23,7.62365595823394,NA
1991-02-24,7.45265847343223,NA
1991-02-25,7.32526031623602,NA
1991-02-26,7.29002901839081,NA
1991-02-27,7.32513368983957,NA
1991-02-28,7.31040397523283,NA
1991-03-01,7.28292682926829,NA
1991-03-02,6.73606225914529,NA
1991-03-03,6.88688131645973,NA
1991-03-04,7.74463485653845,NA
1991-03-05,8.01067731387654,NA
1991-03-06,8.07377559850014,NA
1991-03-07,6.99325223592224,NA
1991-03-08,6.96977920029687,NA
1991-03-09,6.74670051002738,NA
1991-03-10,6.52816966593674,NA
1991-03-11,6.30587831207066,NA
1991-03-12,6.50306464255339,NA
1991-03-13,6.73500975829455,NA
1991-03-14,6.453846361643,NA
1991-03-15,6.19919399157355,NA
1991-03-16,6.12477398348109,NA
1991-03-17,5.95127589681414,NA
1991-03-18,5.79347969991174,NA
1991-03-19,5.9157499800737,NA
1991-03-20,5.9298268572579,NA
1991-03-21,5.84811291257688,NA
1991-03-22,5.84298079710381,NA
1991-03-23,5.82644795601073,NA
1991-03-24,5.41653953322559,NA
1991-03-25,5.37119288071193,NA
1991-03-26,5.73189811497848,NA
1991-03-27,5.2781882788162,NA
