datetime,wtr,DO_con,PhoticDepth,DO_sat,Flux,Flux_Modelled,Conc_Modelled
2001-04-25,2.1,13.68,11.6483716469111,13.7901277397322,-0.0132360848622141,-0.0915461754639381,13.7901277397322
2001-05-15,3.6,13.07,11.6483716469111,13.2450440446497,-0.0210382764164813,-0.0733427868166899,12.8563782551776
2001-06-07,9.7,11.49,12.7319411024377,11.3667085189708,0.0135570901602657,-0.0401232598617861,11.6572195179704
2001-08-13,15.8,10.56,12.7319411024377,9.91113781266596,0.0713486698500145,0.00294276612853985,10.1068044431139
2001-10-23,11.7,10.38,11.6483716469111,10.8496032952481,-0.0564409029241178,-0.00641518916602154,10.6817348393535
2002-04-17,2.6,13.77,12.1901563746744,13.6042698420409,0.0190335721717899,-0.00773859941991633,13.3536973310362
2002-05-16,8,12.6,11.6483716469111,11.8414420343856,0.091169923492419,0.010155400577289,12.418387902948
2002-07-03,15.2,10.1,13.0028334663193,10.0392373105649,0.00654224830529724,0.00518731937833333,10.43003998904
2002-09-04,18.1,10.99,14.6281876496092,9.44624784546808,0.147745781508513,0.00286723837699662,9.58091533931765
2002-10-16,10.3,10.77,10.8356945552661,11.2070739511825,-0.056471094541713,-0.00226250717175157,10.7830555990954
2003-04-08,1.3,14.23,14.8990800134909,14.0965572920196,0.0125390152280098,-0.00483479885581617,13.8132640244769
2003-05-22,7.2,12.91,13.0028334663193,12.0770001126929,0.0896881318407024,0.0110973187798632,12.5904619251322
2003-06-17,13.3,11.51,12.7319411024377,10.4651723228073,0.114888903137463,0.000890328062127056,11.0764654231848
2003-08-13,21,9.46,13.273725830201,8.91351197533474,0.0576389210021662,0.00312845822806139,9.19321458965652
2003-10-06,12.7,10.04,14.0864029218459,10.6064499028892,-0.0562975422785215,-0.000537731178221384,10.2357835809136
2004-04-06,1.4,14.45,11.1065869191477,14.0576295211713,0.0494588188395843,-0.0069817519763908,13.7892172003151
2004-05-10,4.5,14.03,10.5648021913844,12.935333749072,0.145060240933702,0.0187528704051217,13.2386375967895
2004-06-28,14.5,10.94,12.1901563746744,10.1924896270409,0.0858491466374451,-0.000662186801949864,10.6698306684354
2004-08-10,19.7,10.06,13.273725830201,9.14545240557281,0.0964587221837084,0.0042174086100574,9.40807651061226
2004-10-12,12.2,10.18,13.8155105579643,10.7268009239498,-0.0554102789265659,-0.00235680880682906,10.4190199688555
2005-04-19,2.2,13.13,8.93944800809453,13.7526139373269,-0.0975070844942969,-0.00992926927889235,13.537985823216
2005-05-08,4,13.39,11.6483716469111,13.1058478724314,0.0341518102834112,-0.00782162404018042,13.2938332164485
2005-06-14,10.4,11.74,13.5446181940826,11.1808523769975,0.0577946650829555,0.0141775918469197,11.7932903714133
2005-08-16,17.6,9.56,13.8155105579643,9.54392899364683,0.00162856152149032,-0.000574934750284682,9.8118003827017
2005-10-18,12.1,8.46,13.5446181940826,10.7511631583612,-0.236819405002275,-0.000237725815763225,10.5340419959432
2006-04-25,1.1,14.25,10.8356945552661,14.1749583651454,0.00969557495927747,-0.00635231300983176,13.9271984584751
2006-05-17,3.2,14.1,11.3774792830294,13.3867784056631,0.0877619907918458,-0.0066019784823042,13.6140104627631
2006-06-12,12.8,11.94,10.8356945552661,10.5826680592609,0.175370827162275,0.00485398735344139,11.4449687136197
