Date_Time,Water_Temp_C,Conductivity_uScm,Q_m3sec
05/26/14 19:00,0.9,45.2,1.110
05/26/14 19:30,0.9,45,1.120
05/26/14 20:00,0.9,44.4,1.120
05/26/14 20:30,0.7,44.5,1.120
05/26/14 21:00,0.7,44.1,1.130
05/26/14 21:30,0.6,43.6,1.130
05/26/14 22:00,0.5,43.1,1.140
05/26/14 22:30,0.4,43.3,1.140
05/26/14 23:00,0.4,43.2,1.140
05/26/14 23:30,0.4,43.1,1.150
05/27/14 00:00,0.3,42.9,1.150
05/27/14 00:30,0.3,43.3,1.150
05/27/14 01:00,0.2,43.1,1.160
05/27/14 01:30,0.2,43.3,1.160
05/27/14 02:00,0.2,43.2,1.160
05/27/14 02:30,0.2,43.7,1.170
05/27/14 03:00,0.2,43.7,1.170
05/27/14 03:30,0.2,43.7,1.170
05/27/14 04:00,0.3,43.8,1.180
05/27/14 04:30,0.3,44,1.180
05/27/14 05:00,0.3,44,1.190
05/27/14 05:30,0.3,44.1,1.190
05/27/14 06:00,0.4,44.5,1.190
05/27/14 06:30,0.4,44.5,1.200
05/27/14 07:00,0.5,44.7,1.200
05/27/14 07:30,0.6,44.8,1.230
05/27/14 08:00,0.7,44.8,1.300
05/27/14 08:30,0.8,44.7,1.300
05/27/14 09:00,0.9,44.9,1.310
05/27/14 09:30,0.9,45.1,1.370
05/27/14 10:00,0.9,45.2,1.350
05/27/14 10:30,1,45.2,1.360
05/27/14 11:00,1.1,44.9,1.420
05/27/14 11:30,1.3,44.9,1.440
05/27/14 12:00,1.5,44.5,1.500
05/27/14 12:30,1.7,44.1,1.620
05/27/14 13:00,1.5,43.9,1.660
05/27/14 13:30,1.2,43.6,1.680
05/27/14 14:00,1.1,43.4,1.740
05/27/14 14:30,1.2,43.3,1.800
05/27/14 15:00,1.2,42.9,1.870
05/27/14 15:30,1.2,42.9,2.080
05/27/14 16:00,1.2,42.5,2.090
05/27/14 16:30,1.3,42.5,2.200
05/27/14 17:00,1.3,42.3,2.230
05/27/14 17:30,1.1,42.3,2.310
05/27/14 18:00,1,41.8,2.400
05/27/14 18:30,0.8,41.6,2.700
05/27/14 19:00,0.7,41.4,2.830
05/27/14 19:30,0.6,41.3,2.900
05/27/14 20:00,0.6,41.2,3.140
05/27/14 20:30,0.5,41.1,3.180
05/27/14 21:00,0.5,40.8,3.480
05/27/14 21:30,0.4,40.9,3.620
05/27/14 22:00,0.4,41.2,3.600
05/27/14 22:30,0.4,41.1,3.710
05/27/14 23:00,0.4,40.8,3.660
05/27/14 23:30,0.4,40.7,3.790
05/28/14 00:00,0.4,40.8,3.760
05/28/14 00:30,0.4,40.8,3.260
05/28/14 01:00,0.4,40.7,3.800
05/28/14 01:30,0.4,40.5,3.860
05/28/14 02:00,0.4,40.1,4.190
05/28/14 02:30,0.4,39.7,4.130
05/28/14 03:00,0.4,39.6,4.040
05/28/14 03:30,0.4,39.7,3.960
05/28/14 04:00,0.4,39.7,4.020
05/28/14 04:30,0.4,39.7,3.930
05/28/14 05:00,0.4,39.3,4.000
05/28/14 05:30,0.5,39.3,3.970
05/28/14 06:00,0.5,39,4.010
05/28/14 06:30,0.5,38.7,3.860
05/28/14 07:00,0.5,38.4,3.840
05/28/14 07:30,0.5,38.2,3.990
05/28/14 08:00,0.6,37.9,3.860
05/28/14 08:30,0.6,38.1,3.770
05/28/14 09:00,0.7,37.9,3.640
05/28/14 09:30,0.7,37.3,3.850
05/28/14 10:00,0.9,37.3,3.860
05/28/14 10:30,0.9,36.9,3.820
05/28/14 11:00,1,37,3.850
05/28/14 11:30,1,35.9,4.000
05/28/14 12:00,0.9,35.8,3.570
05/28/14 12:30,0.9,34.7,4.130
05/28/14 13:00,1,34.2,4.320
