"date","SW_DOC"
1995-01-01,3.76730326970073
1995-01-02,3.75242248718773
1995-01-03,3.72014556355918
1995-01-04,3.7223899356091
1995-01-05,3.65417931169486
1995-01-06,3.60636107462145
1995-01-07,3.5825742453419
1995-01-08,3.56784175122805
1995-01-09,3.57183489539812
1995-01-10,3.52007150539661
1995-01-11,3.46201850798497
1995-01-12,3.42176874848053
1995-01-13,3.36540277458503
1995-01-14,3.33897231750208
1995-01-15,3.27433305006187
1995-01-16,3.20591546517445
1995-01-17,3.20391553437028
1995-01-18,3.18619091176145
1995-01-19,3.20916193208161
1995-01-20,3.14164207482436
1995-01-21,3.03997827123858
1995-01-22,2.97720981527772
1995-01-23,2.937953861954
1995-01-24,2.97034778135461
1995-01-25,2.97093931389901
1995-01-26,2.92907619262563
1995-01-27,2.88202589197568
1995-01-28,2.84481706183659
1995-01-29,2.81787149949943
1995-01-30,2.81002463662453
1995-01-31,2.80658477152935
1995-02-01,2.77426299154994
1995-02-02,2.75126443750321
1995-02-03,2.70839852921892
1995-02-04,2.66579906666743
1995-02-05,2.62504417601749
1995-02-06,2.60048513570669
1995-02-07,2.5820800497084
1995-02-08,2.53459405277045
1995-02-09,2.50376405080534
1995-02-10,2.47634350079718
1995-02-11,2.45171548032214
1995-02-12,2.43706179339011
1995-02-13,2.38335197451351
1995-02-14,2.36005183632939
1995-02-15,2.3330644312624
1995-02-16,2.35431994530425
1995-02-17,2.33766739348519
1995-02-18,2.33098604637664
1995-02-19,2.3115978999183
1995-02-20,2.30690030677453
1995-02-21,2.29712036788552
1995-02-22,2.28805275679994
1995-02-23,2.28304335057041
1995-02-24,2.28019915915803
1995-02-25,2.28847713508154
1995-02-26,2.24721929915636
1995-02-27,2.27044870519038
1995-02-28,2.34679541639022
1995-03-01,2.2547105362236
1995-03-02,2.2379539828579
1995-03-03,2.2440210263284
1995-03-04,2.26637463233117
1995-03-05,2.26943391602215
1995-03-06,2.27792196949764
1995-03-07,2.26132156167388
1995-03-08,2.28200886147801
1995-03-09,2.30131969321235
1995-03-10,2.31807312925485
1995-03-11,2.39753689003067
1995-03-12,2.42285843092884
1995-03-13,2.42424350820714
1995-03-14,2.43480669356202
1995-03-15,2.44748871108755
1995-03-16,2.42334528557805
1995-03-17,2.41312458501857
1995-03-18,2.40837129073516
1995-03-19,2.40665798838839
1995-03-20,2.42046594688344
1995-03-21,2.42594672529621
1995-03-22,2.43693537662062
1995-03-23,2.42377315055745
1995-03-24,2.36187466889239
1995-03-25,2.34363489609052
1995-03-26,2.38120593809002
1995-03-27,2.40858785404445
1995-03-28,2.45514107650313
1995-03-29,2.46475076272223
1995-03-30,2.47708376628552
1995-03-31,2.46815455208604
1995-04-01,2.45833103828341
1995-04-02,2.48445561609565
1995-04-03,2.53823412818319
1995-04-04,2.52881397305777
1995-04-05,2.53875052605036
1995-04-06,2.49602479693152
1995-04-07,2.50680573817307
1995-04-08,2.50687333224629
1995-04-09,2.50469222861346
1995-04-10,2.50549189746994
1995-04-11,2.46354196939796
1995-04-12,2.4608555887611
1995-04-13,2.49051830896526
1995-04-14,2.4834966239747
1995-04-15,2.48388882799584
1995-04-16,2.47414952376432
1995-04-17,2.4699094000103
1995-04-18,2.43204177320617
1995-04-19,2.40013153386121
1995-04-20,2.41183149155987
1995-04-21,2.39361838866958
1995-04-22,2.3892095268491
1995-04-23,2.46447397834127
1995-04-24,2.47311946381554
1995-04-25,2.41771576424736
1995-04-26,2.45578014790502
1995-04-27,2.47094574677844
1995-04-28,2.4407142119498
1995-04-29,2.43022830210196
1995-04-30,2.38698185499696
1995-05-01,2.36858913296931
1995-05-02,2.3741414755672
1995-05-03,2.37931803919749
1995-05-04,2.37229712253362
1995-05-05,2.33027497138129
1995-05-06,2.30119761486883
1995-05-07,2.2641680070343
1995-05-08,2.25821968882618
1995-05-09,2.26204557483365
1995-05-10,2.27991295177471
1995-05-11,2.2990327611268
1995-05-12,2.30363793287717
1995-05-13,2.2931297618879
1995-05-14,2.30303385123647
1995-05-15,2.30446630280822
1995-05-16,2.35174129848426
1995-05-17,2.37012269926808
1995-05-18,2.31513663183388
1995-05-19,2.34448548471825
1995-05-20,2.34799244306451
1995-05-21,2.28390762545857
1995-05-22,2.27920108167667
1995-05-23,2.29427741144673
1995-05-24,2.28853320020005
1995-05-25,2.31372951881487
1995-05-26,2.27204386035751
1995-05-27,2.31498469108887
1995-05-28,2.28340220683919
1995-05-29,2.25904933561438
1995-05-30,2.25634757416911
1995-05-31,2.20123396748912
1995-06-01,2.25062474053681
1995-06-02,2.25064780913329
1995-06-03,2.28268753265466
1995-06-04,2.25888992482791
1995-06-05,2.22791767309059
1995-06-06,2.25421868436003
1995-06-07,2.26542305110296
1995-06-08,2.26054757516457
1995-06-09,2.25194966177732
1995-06-10,2.27273043223181
1995-06-11,2.22594355626884
1995-06-12,2.31339260746316
1995-06-13,2.49934960731212
1995-06-14,2.51067217101019
1995-06-15,2.49091689323556
1995-06-16,2.41795285682223
