datetime,Volume,FlowIn,FlowOut,Rain,HypoTemp,EpiTemp,TP,Chla,SW_DOC,Secchi
3/14/2008 0:00,2755357.135,,,0,17.9,21.7,5.67,3.67,3.992,3.66
3/15/2008 0:00,2755357.135,,,0,17.9,21.8,,,,
3/16/2008 0:00,2755357.135,,,0,17.9,22.7,,,,
3/17/2008 0:00,2755357.135,,,0,17.9,22.8,,,,
3/18/2008 0:00,2755357.135,,,0,17.9,22.7,,,,
3/19/2008 0:00,2755357.135,,,0,17.9,22.7,,,,
3/20/2008 0:00,2755357.135,,,0,17.9,22.8,,,,
3/21/2008 0:00,2755357.135,,,5,17.9,22.3,,,,
3/22/2008 0:00,2755357.135,,,0,17.9,22.2,,,,
3/23/2008 0:00,2755357.135,,,27,17.9,22.7,,,,
3/24/2008 0:00,2755357.135,,,1,17.9,22.5,,,,
3/25/2008 0:00,2755357.135,,,0,17.9,21.6,,,,
3/26/2008 0:00,2755357.135,,,0,17.9,21.3,,,,
3/27/2008 0:00,2755357.135,,,0,17.9,21.6,,,,
3/28/2008 0:00,2755357.135,,,0,17.9,22.8,,,,
3/29/2008 0:00,2755357.135,,,0,17.9,23.6,,,,
3/30/2008 0:00,2755357.135,,,0,17.9,23.5,,,,
3/31/2008 0:00,2755357.135,,,2,17.9,23.7,,,,
4/1/2008 0:00,2755357.135,,,0,17.9,23.7,,,,
4/2/2008 0:00,2755357.135,,,16,17.9,24.5,,,,
4/3/2008 0:00,2755357.135,,,3,17.9,24.8,,,,
4/4/2008 0:00,2755357.135,,,0,17.9,24.8,,,,
4/5/2008 0:00,2755357.135,,,2,17.9,24.9,,,,
4/6/2008 0:00,2755357.135,,,8,17.9,25.1,,,,
4/7/2008 0:00,2755357.135,,,40,17.9,25.1,,,,
4/8/2008 0:00,2755357.135,,,0,17.9,24.9,,,,
4/9/2008 0:00,2755357.135,,,5,17.9,24.9,,,,
4/10/2008 0:00,2755357.135,,,0,17.9,25.3,,,,
4/11/2008 0:00,2755357.135,,,0,17.9,26.3,,,,
4/12/2008 0:00,2755357.135,,,0,17.9,26.4,,,,
4/13/2008 0:00,2755357.135,,,0,17.9,26,,,,
4/14/2008 0:00,2755357.135,,,0,17.9,25,,,,
4/15/2008 0:00,2755357.135,,,0,17.9,23.5,5.67,2.67,3.88,2.99
4/16/2008 0:00,2755357.135,,,0,17.9,22.4,,,,
4/17/2008 0:00,2755357.135,,,0,,22.1,,,,
4/18/2008 0:00,2755357.135,,,0,17.9,22.5,,,,
4/19/2008 0:00,2755357.135,,,0,17.9,23.8,,,,
4/20/2008 0:00,2755357.135,,,0,17.9,23.6,,,,
4/21/2008 0:00,2755357.135,,,0,17.9,23.7,,,,
4/22/2008 0:00,2755357.135,,,0,17.9,24.2,,,,
4/23/2008 0:00,2755357.135,,,0,17.9,24.4,,,,
4/24/2008 0:00,2755357.135,,,0,17.9,24.2,,,,
4/25/2008 0:00,2755357.135,,,0,17.9,24.3,,,,
4/26/2008 0:00,2755357.135,,,0,17.9,24.6,,,,
4/27/2008 0:00,2755357.135,,,0,17.9,25,,,,
4/28/2008 0:00,2755357.135,,,0,17.9,25.2,,,,
4/29/2008 0:00,2755357.135,,,0,17.9,25.2,,,,
4/30/2008 0:00,2755357.135,,,0,17.9,25,,,,
5/1/2008 0:00,2755357.135,,,0,17.9,24.8,,,,
5/2/2008 0:00,2755357.135,,,0,17.9,24.8,,,,
5/3/2008 0:00,2755357.135,,,0,17.9,25.2,,,,
5/4/2008 0:00,2755357.135,,,0,17.9,26.1,,,,
5/5/2008 0:00,2755357.135,,,0,17.9,26.2,,,,
5/6/2008 0:00,2755357.135,,,0,17.9,26.4,,,,
5/7/2008 0:00,2755357.135,,,0,17.9,26.9,,,,
5/8/2008 0:00,2755357.135,,,0,17.9,26.9,,,,
5/9/2008 0:00,2755357.135,,,1,17.9,27,,,,
5/10/2008 0:00,2755357.135,,,0,17.9,27.4,,,,
5/11/2008 0:00,2755357.135,,,0,17.9,27.5,,,,
5/12/2008 0:00,2755357.135,,,0,17.9,27.2,,,,
5/13/2008 0:00,2755357.135,,,0,17.9,26.9,,,,
5/14/2008 0:00,2755357.135,,,0,17.9,26.6,,,,
5/15/2008 0:00,2755357.135,,,0,17.9,26.7,4.67,2.33,4.042,3.35
5/16/2008 0:00,2755357.135,,,0,17.9,26.8,,,,
5/17/2008 0:00,2755357.135,,,0,17.9,27.1,,,,
5/18/2008 0:00,2755357.135,,,0,17.9,27.3,,,,
5/19/2008 0:00,2755357.135,,,1,17.9,27.2,,,,
5/20/2008 0:00,2755357.135,,,0,17.9,27.1,,,,
5/21/2008 0:00,2755357.135,,,30,,16.5,,,,
5/22/2008 0:00,2755357.135,,,0,17.9,27.3,,,,
5/23/2008 0:00,2755357.135,,,28,17.9,27.6,,,,
5/24/2008 0:00,2755357.135,,,0,17.9,27.9,,,,
5/25/2008 0:00,2755357.135,,,0,17.9,27.9,,,,
5/26/2008 0:00,2755357.135,,,0,17.9,27.3,,,,
5/27/2008 0:00,2755357.135,,,0,17.9,27,,,,
5/28/2008 0:00,2755357.135,,,0,17.9,27,,,,
5/29/2008 0:00,2755357.135,,,0,17.9,27.4,,,,
5/30/2008 0:00,2755357.135,,,0,17.9,27.7,,,,
5/31/2008 0:00,2755357.135,,,0,17.9,28.3,,,,
6/1/2008 0:00,2755357.135,,,0,17.9,29.5,,,,
6/2/2008 0:00,2755357.135,,,0,17.9,29.1,,,,
6/3/2008 0:00,2755357.135,,,1,17.9,29.4,,,,
6/4/2008 0:00,2755357.135,,,0,17.9,29.4,,,,
6/5/2008 0:00,2755357.135,,,0,17.9,29.6,,,,
6/6/2008 0:00,2755357.135,,,0,17.9,29.5,,,,
6/7/2008 0:00,2755357.135,,,0,17.9,29.3,,,,
6/8/2008 0:00,2755357.135,,,0,17.9,29.2,,,,
6/9/2008 0:00,2755357.135,,,2,17.9,29,,,,
6/10/2008 0:00,2755357.135,,,0,17.9,28.9,,,,
6/11/2008 0:00,2755357.135,,,32,17.9,28.8,,,,
6/12/2008 0:00,2755357.135,,,0,17.9,28.9,,,,
6/13/2008 0:00,2755357.135,,,0,17.9,28.8,,,,
6/14/2008 0:00,2755357.135,,,0,17.9,28.9,,,,
6/15/2008 0:00,2755357.135,,,0,17.9,29.8,,,,
6/16/2008 0:00,2755357.135,,,11,17.9,29.5,,,,
6/17/2008 0:00,2755357.135,,,0,17.9,29.7,,,,
6/18/2008 0:00,2755357.135,,,2,17.9,29.5,,,,
6/19/2008 0:00,2755357.135,,,18,17.9,29.3,,,,
6/20/2008 0:00,2755357.135,,,1,17.9,29.5,6.33,2.67,4.084,3.35
6/21/2008 0:00,2755357.135,,,0,17.9,29.1,,,,
6/22/2008 0:00,2755357.135,,,1,17.9,29,,,,
6/23/2008 0:00,2755357.135,,,53,18,28.6,,,,
6/24/2008 0:00,2755357.135,,,0,18,28.9,,,,
6/25/2008 0:00,2755357.135,,,17,18,28.8,,,,
6/26/2008 0:00,2755357.135,,,32,18,28.5,,,,
6/27/2008 0:00,2755357.135,,,45,18,28.8,,,,
6/28/2008 0:00,2755357.135,,,4,18,29.3,,,,
6/29/2008 0:00,2755357.135,,,5,18,29.1,,,,
6/30/2008 0:00,2755357.135,,,1,18,29.1,,,,
7/1/2008 0:00,2755357.135,,,0,18,29.1,,,,
7/2/2008 0:00,2755357.135,,,1,18,28.7,,,,
7/3/2008 0:00,2755357.135,,,69,18,28.3,,,,
7/4/2008 0:00,2755357.135,,,2,18,29,,,,
7/5/2008 0:00,2755357.135,,,7,18,29.4,,,,
7/6/2008 0:00,2755357.135,,,0,18,29.5,,,,
7/7/2008 0:00,2755357.135,,,0,18,29.1,,,,
7/8/2008 0:00,2755357.135,,,18,18,29,,,,
7/9/2008 0:00,2755357.135,,,2,18,29.2,,,,
