"","STATE_NAME","SITE_ID","YEAR","VISIT_NO.x","SITE_TYPE.x","LAKE_SAMP.x","SAMPLED.x","DATE_COL.x","SAMPLE_CATEGORY","DATECHEM","SAMPLED_CHEM.x","INDXSAMP_CHEM.x","PH_FIELD","PH_FIELD_DEPTH","SAMPLE_DEPTH","SAMPLE_ID_CHEM","LAB_ID_CHEM","PH_LAB","PHLAB_FLAG","COND","COND_FLAG","COND_RL_ALERT","ANC","ANC_FLAG","TURB","TURB_FLAG","TURB_RL_ALERT","TOC","TOC_FLAG","TOC_RL_ALERT","DOC","DOC_FLAG","DOC_RL_ALERT","NH4N_PPM","NH4","NH4_FLAG","NH4_RL_ALERT","NO3_NO2","NO3NO2_FLAG","NO3NO2_RL_ALERT","NTL_PPM","NTL","NTL_FLAG","NTL_RL_ALERT","PTL","PTL_FLAG","PTL_RL_ALERT","CL_PPM","CL","CL_FLAG","CL_RL_ALERT","NO3N_PPM","NO3","NO3_FLAG","NO3_RL_ALERT","SO4_PPM","SO4","SO4_FLAG","SO4_RL_ALERT","CA_PPM","CA","CA_FLAG","CA_RL_ALERT","MG_PPM","MG","MG_FLAG","MG_RL_ALERT","NA_PPM","NA.","NA_FLAG","NA_RL_ALERT","K_PPM","K","K_FLAG","K_RL_ALERT","COLOR","COLOR_FLAG","COLOR_RL_ALERT","SIO2","SIO2_FLAG","SIO2_RL_ALERT","H","OH","NH4ION","CATSUM","ANSUM2","ANDEF2","SOBC","BALANCE2","ORGION","CONCAL2","CONDHO2","DAY_SHIP","DAYSHIP_ALERT","DATE_RECEIVED","DATE_FILTERED","DATEFILT_ALERT","PHLAB_HT","PHLAB_HT_ALERT","COND_HT","COND_HT_ALERT","ANC_HT","ANC_HT_ALERT","TURB_HT","TURB_HT_ALERT","TOC_HT","TOC_HT_ALERT","DOC_HT","DOC_HT_ALERT","NH4_HT","NH4_HT_ALERT","NO3NO2_HT","NO3NO2_HT_ALERT","NTL_HT","NTL_HT_ALERT","PTL_HT","PTL_HT_ALERT","CL_HT","CL_HT_ALERT","NO3_HT","NO3_HT_ALERT","SO4_HT","SO4_HT_ALERT","CA_HT","CA_HT_ALERT","MG_HT","MG_HT_ALERT","NA_HT","NA_HT_ALERT","K_HT","K_HT_ALERT","COLOR_HT","COLOR_HT_ALERT","SIO2_HT","SIO2_HT_ALERT","COM_FIELD_PH","COMMENT_FLD_CHEM","COMMENT_LAB_CHEM","COMMENT_IM_CHEM","INDXSAMP_CHLA.x","DATECHLA","SAMPLED_CHLA.x","CHLA","SAMPLE_ID_CHLA","LAB_ID_CHLA","CHLA_RL_ALERT","FLAG_FLD_CHLA","COMMENT_FLD_CHLA","FLAG_LAB_CHLA","COMMENT_LAB_CHLA","CHLA_HT_ALERT","CHLA_HT","DATESECCHI","SAMPLED_SECCHI.x","SECMEAN","CLEAR_TO_BOTTOM","COMMENT_SECCHI","VISIT_ID.x","FLAG_SECCHI","VISIT_NO.y","SAMPLED.y","DATE_COL.y","REPEAT","SITE_TYPE.y","LAKE_SAMP.y","TNT","LON_DD","LAT_DD","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","FLD_SRC","FLD_FLAG","STATE_NAME.1","CNTYNAME","EPA_REG","NHDNAME","LAKENAME","AREA_CAT7","NESLAKE","NESLAKE_ID","STRATUM","PANEL","DSGN_CAT","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","URBAN","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","REFCLUS_NAME","RT_NLA","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","REACHCODE","COM_ID","INDEX_SAMP","STATUS_VER","STATUS_FLD","STATUS_DSK","PERM_WATER","NON_SALINE","SRFC_AREA","METER_DEEP","OPEN_WATER","AQUACULTUR","DISPOSAL","SEWAGE","EVAPORATE","PHYS_ACCES","FLAG_INFO","COMMENT_INFO","SAMPLED_PROFILE","SAMPLED_SECCHI.y","SAMPLED_ASSESS","SAMPLED_PHAB","INDXSAMP_PHAB","SAMPLED_CHEM.y","INDXSAMP_CHEM.y","SAMPLED_CHLA.y","INDXSAMP_CHLA.y","SAMPLED_ZOOP","INDXSAMP_ZOOP","SAMPLED_PHYT","INDXSAMP_PHYT","SAMPLED_CORE","INDXSAMP_CORE","SAMPLED_INF","INDXSAMP_INF","SAMPLED_ENTE","INDXSAMP_ENTE","SAMPLED_MICR","INDXSAMP_MICR","SAMPLED_SDHG","INDXSAMP_SDHG","VISIT_ID.y","FID_1"
"84","New York","NLA06608-0021",2007,1,"PROB_Lake","Target_Sampled","Yes","7/27/2007","P","7/27/2007","YES","YES",7.9,1,2,504931,710584,8.33,NA,366.8,NA,"N",2238.28,NA,0.574,"<RL (2)","Y",2.74,NA,"N",2.92,NA,"N",0.012,0.856716,"<RL (0.02)","Y",0.139,"","N",0.39,390,"","N",7,"","N",31.892,899.545752,"","N",0.219,15.635067,"","N",22.833,475.38306,"","N",35.41,1766.959,NA,"N",10.84,892.00192,"","N",18.82,818.6250202,NA,"N",1.897,48.5188102,"","N",4,"<RL (5)","Y",3.054,"","N",0.005,2.138,0.773799751,3526.88,3628.85,-101.97,3526.1,-1.42,29.12,404.7,371.12,3,"Y","7/30/2007","7/30/2007","N",3,"N",3,"N",3,"N",3,"N",20,"Y",17,"Y",12,"N",5,"N",39,"Y",39,"Y",145,"Y",143,"Y",143,"Y",290,"Y",290,"Y",290,"Y",290,"Y",3,"N",5,"N","","","","","YES","7/27/2007","YES",2.292,504932,710584,"N","","","IM","Vol. Filt. Chg (missing)","Y",33,"7/27/2007","YES",7.1,"","",7500,"",1,"YES","7/27/2007","YES","PROB_Lake","Target_Sampled","Target",-77.3095481,42.77191973,1510835.106,739483.6268,-77.2673,42.82747,"Index_site","","New York","ONTARIO","Region_2","Canandaigua Lake","Canandaigua Lake",">100","NESLake","3604","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",4226.925272,"05:>500-5000 ha",42.26925272,56.14938354,2.436283229,53,53,209.55,4,4140201,4140201003807,21980955,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES, PARTIAL PROFILE","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","NO","NO","NO CORE SAMPLE","NO","YES","YES","YES","YES","NO","NO",7500,36
"85","New York","NLA06608-0021",2007,1,"PROB_Lake","Target_Sampled","Yes","7/27/2007","P","7/27/2007","YES","YES",7.9,1,2,504931,710584,8.33,NA,366.8,NA,"N",2238.28,NA,0.574,"<RL (2)","Y",2.74,NA,"N",2.92,NA,"N",0.012,0.856716,"<RL (0.02)","Y",0.139,"","N",0.39,390,"","N",7,"","N",31.892,899.545752,"","N",0.219,15.635067,"","N",22.833,475.38306,"","N",35.41,1766.959,NA,"N",10.84,892.00192,"","N",18.82,818.6250202,NA,"N",1.897,48.5188102,"","N",4,"<RL (5)","Y",3.054,"","N",0.005,2.138,0.773799751,3526.88,3628.85,-101.97,3526.1,-1.42,29.12,404.7,371.12,3,"Y","7/30/2007","7/30/2007","N",3,"N",3,"N",3,"N",3,"N",20,"Y",17,"Y",12,"N",5,"N",39,"Y",39,"Y",145,"Y",143,"Y",143,"Y",290,"Y",290,"Y",290,"Y",290,"Y",3,"N",5,"N","","","","","YES","7/27/2007","YES",2.292,504932,710584,"N","","","IM","Vol. Filt. Chg (missing)","Y",33,"7/27/2007","YES",7.1,"","",7500,"",2,"YES","8/30/2007","YES","PROB_Lake","Target_Sampled","Target",-77.3095481,42.77191973,1510835.106,739483.6268,-77.26869,42.83111,"Index_site","","New York","ONTARIO","Region_2","Canandaigua Lake","Canandaigua Lake",">100","NESLake","3604","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",4226.925272,"05:>500-5000 ha",42.26925272,56.14938354,2.436283229,46.3,46.3,209.55,4,4140201,4140201003807,21980955,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES, PARTIAL PROFILE","YES","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES (Both)","YES","NO LAB DATA","YES","YES","NO","YES","NO","YES","YES",7501,35
"86","New York","NLA06608-0021",2007,2,"PROB_Lake","Target_Sampled","Yes","8/30/2007","P","8/30/2007","YES","NO",7.9,1,2,504661,711120,8.48,NA,358.5,NA,"N",2217.77,NA,2.36,"","N",2.81,NA,"N",2.7,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.096,"","N",0.463,463,"","N",11,"","N",31.931,900.645786,"","N",0.072,5.140296,"","N",22.111,460.35102,"","N",35.83,1787.917,NA,"N",11.01,905.99088,"","N",16.4,713.360804,NA,"N",1.9,48.59554,"","N",6,"","N",2.495,"","N",0.003,3.02,0.49606032,3456.36,3583.91,-127.55,3455.86,-1.81,26.95,398.76,366.15,2,"N","9/1/2007","9/1/2007","N",5,"Y",2,"N",5,"N",2,"N",79,"Y",47,"Y",27,"N",7,"N",15,"N",15,"N",174,"Y",168,"Y",168,"Y",210,"Y",210,"Y",210,"Y",210,"Y",5,"Y",7,"N","","THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.","","","NO","8/30/2007","YES",3.952,504662,711120,"N","IM","THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.","","","N",15,"8/30/2007","YES",4.75,"","",7501,"",1,"YES","7/27/2007","YES","PROB_Lake","Target_Sampled","Target",-77.3095481,42.77191973,1510835.106,739483.6268,-77.2673,42.82747,"Index_site","","New York","ONTARIO","Region_2","Canandaigua Lake","Canandaigua Lake",">100","NESLake","3604","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",4226.925272,"05:>500-5000 ha",42.26925272,56.14938354,2.436283229,53,53,209.55,4,4140201,4140201003807,21980955,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES, PARTIAL PROFILE","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","NO","NO","NO CORE SAMPLE","NO","YES","YES","YES","YES","NO","NO",7500,36
"87","New York","NLA06608-0021",2007,2,"PROB_Lake","Target_Sampled","Yes","8/30/2007","P","8/30/2007","YES","NO",7.9,1,2,504661,711120,8.48,NA,358.5,NA,"N",2217.77,NA,2.36,"","N",2.81,NA,"N",2.7,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.096,"","N",0.463,463,"","N",11,"","N",31.931,900.645786,"","N",0.072,5.140296,"","N",22.111,460.35102,"","N",35.83,1787.917,NA,"N",11.01,905.99088,"","N",16.4,713.360804,NA,"N",1.9,48.59554,"","N",6,"","N",2.495,"","N",0.003,3.02,0.49606032,3456.36,3583.91,-127.55,3455.86,-1.81,26.95,398.76,366.15,2,"N","9/1/2007","9/1/2007","N",5,"Y",2,"N",5,"N",2,"N",79,"Y",47,"Y",27,"N",7,"N",15,"N",15,"N",174,"Y",168,"Y",168,"Y",210,"Y",210,"Y",210,"Y",210,"Y",5,"Y",7,"N","","THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.","","","NO","8/30/2007","YES",3.952,504662,711120,"N","IM","THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.","","","N",15,"8/30/2007","YES",4.75,"","",7501,"",2,"YES","8/30/2007","YES","PROB_Lake","Target_Sampled","Target",-77.3095481,42.77191973,1510835.106,739483.6268,-77.26869,42.83111,"Index_site","","New York","ONTARIO","Region_2","Canandaigua Lake","Canandaigua Lake",">100","NESLake","3604","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",4226.925272,"05:>500-5000 ha",42.26925272,56.14938354,2.436283229,46.3,46.3,209.55,4,4140201,4140201003807,21980955,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES, PARTIAL PROFILE","YES","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES (Both)","YES","NO LAB DATA","YES","YES","NO","YES","NO","YES","YES",7501,35
"177","New York","NLA06608-0053",2007,1,"PROB_Lake","Target_Sampled","Yes","8/23/2007","P","8/23/2007","YES","YES",7.72,1,1.7,506801,711012,8.02,NA,196,NA,"N",1442.43,NA,8.12,"","N",2.95,NA,"N",2.88,NA,"N",0.012,0.856716,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.246,246,"","N",29,"","N",10.622,299.604132,"","N",0.005,0.5,"<RL (0.02)","Y",7.799,162.37518,"","N",24.52,1223.548,NA,"N",5.088,418.681344,"","N",7.127,310.0074665,NA,"N",0.796,20.3589736,"","N",6,"","N",3.359,"","N",0.01,1.047,0.813995805,1973.42,1904.42,69,1972.6,1.78,28.67,212.24,199.5,2,"N","8/25/2007","8/25/2007","N",4,"Y",2,"N",4,"N",2,"N",82,"Y",18,"Y",8,"N",6,"N",21,"N",21,"N",167,"Y",167,"Y",167,"Y",211,"Y",211,"Y",211,"Y",211,"Y",2,"N",6,"N","","","","","YES","8/23/2007","YES",6.256,506802,711012,"N","","","","","N",20,"8/23/2007","YES",0.85,"","",7535,"",1,"YES","8/23/2007","YES","PROB_Lake","Target_Sampled","Target",-73.43960723,43.55819295,1797627.812,892625.6786,-73.46221,43.54476,"Index_site","","New York","ESSEX","Region_2","Lake Champlain","South Bay Lake Champlain",">100","NESLake","5001","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",470.73915,"06:>5000 ha",4.709098,23.455266,3.049064182,5.3,5.3,28.85,2,2010001,2010008000737,15447630,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","NO LAB DATA","YES","YES","YES","YES","YES","YES","YES",7535,85
"178","New York","NLA06608-0053",2007,1,"PROB_Lake","Target_Sampled","Yes","8/23/2007","P","8/23/2007","YES","YES",7.72,1,1.7,506801,711012,8.02,NA,196,NA,"N",1442.43,NA,8.12,"","N",2.95,NA,"N",2.88,NA,"N",0.012,0.856716,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.246,246,"","N",29,"","N",10.622,299.604132,"","N",0.005,0.5,"<RL (0.02)","Y",7.799,162.37518,"","N",24.52,1223.548,NA,"N",5.088,418.681344,"","N",7.127,310.0074665,NA,"N",0.796,20.3589736,"","N",6,"","N",3.359,"","N",0.01,1.047,0.813995805,1973.42,1904.42,69,1972.6,1.78,28.67,212.24,199.5,2,"N","8/25/2007","8/25/2007","N",4,"Y",2,"N",4,"N",2,"N",82,"Y",18,"Y",8,"N",6,"N",21,"N",21,"N",167,"Y",167,"Y",167,"Y",211,"Y",211,"Y",211,"Y",211,"Y",2,"N",6,"N","","","","","YES","8/23/2007","YES",6.256,506802,711012,"N","","","","","N",20,"8/23/2007","YES",0.85,"","",7535,"",2,"YES","9/27/2007","YES","PROB_Lake","Target_Sampled","Target",-73.43960723,43.55819295,1797627.812,892625.6786,-73.43961,43.55819,"Index_site","","New York","ESSEX","Region_2","Lake Champlain","South Bay Lake Champlain",">100","NESLake","5001","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",470.73915,"06:>5000 ha",4.709098,23.455266,3.049064182,5.9,5.9,28.85,2,2010001,2010008000737,15447630,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES (Both)","NO","NO LAB DATA","NO","YES","NO","YES","NO","YES","NO",7536,84
"179","New York","NLA06608-0053",2007,2,"PROB_Lake","Target_Sampled","Yes","9/27/2007","P","9/27/2007","YES","NO",NA,NA,2,517541,711354,8.14,NA,215.6,NA,"N",1568.46,NA,6.23,"","N",2.73,NA,"N",2.8,NA,"N",0.011,0.785323,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.275,275,"","N",19,"","N",15.002,423.146412,"","N",0.005,0.5,"<RL (0.02)","Y",9.608,200.03856,"","N",24.32,1213.568,NA,"N",5.79,476.44752,"","N",8.433,366.8153451,NA,"N",0.775,19.821865,"","N",6,"","N",1.391,"","N",0.007,1.38,0.734506286,2077.39,2191.65,-114.26,2076.65,-2.68,27.9,235.61,220.4,4,"Y","10/1/2007","10/1/2007","N",4,"Y",4,"N",4,"N",4,"Y",132,"Y",29,"Y",26,"N",7,"N",27,"N",27,"N",12,"Y",7,"N",7,"N",201,"Y",201,"Y",201,"Y",201,"Y",4,"Y",7,"N","HYDROLAB WOULD NOT CALIBRATE--BACKUP YSI TEMP/DO METER USED","ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D","","PH_LAB USED TO CALCULATE PH-DEPENDENT VARIABLES BECAUSE PH_FIELD VALUES WERE MISSING.","NO","9/27/2007","YES",5.008,517542,711354,"N","IM","ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D","","","N",12,"9/27/2007","YES",1.05,"","",7536,"",1,"YES","8/23/2007","YES","PROB_Lake","Target_Sampled","Target",-73.43960723,43.55819295,1797627.812,892625.6786,-73.46221,43.54476,"Index_site","","New York","ESSEX","Region_2","Lake Champlain","South Bay Lake Champlain",">100","NESLake","5001","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",470.73915,"06:>5000 ha",4.709098,23.455266,3.049064182,5.3,5.3,28.85,2,2010001,2010008000737,15447630,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","NO LAB DATA","YES","YES","YES","YES","YES","YES","YES",7535,85
"180","New York","NLA06608-0053",2007,2,"PROB_Lake","Target_Sampled","Yes","9/27/2007","P","9/27/2007","YES","NO",NA,NA,2,517541,711354,8.14,NA,215.6,NA,"N",1568.46,NA,6.23,"","N",2.73,NA,"N",2.8,NA,"N",0.011,0.785323,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.275,275,"","N",19,"","N",15.002,423.146412,"","N",0.005,0.5,"<RL (0.02)","Y",9.608,200.03856,"","N",24.32,1213.568,NA,"N",5.79,476.44752,"","N",8.433,366.8153451,NA,"N",0.775,19.821865,"","N",6,"","N",1.391,"","N",0.007,1.38,0.734506286,2077.39,2191.65,-114.26,2076.65,-2.68,27.9,235.61,220.4,4,"Y","10/1/2007","10/1/2007","N",4,"Y",4,"N",4,"N",4,"Y",132,"Y",29,"Y",26,"N",7,"N",27,"N",27,"N",12,"Y",7,"N",7,"N",201,"Y",201,"Y",201,"Y",201,"Y",4,"Y",7,"N","HYDROLAB WOULD NOT CALIBRATE--BACKUP YSI TEMP/DO METER USED","ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D","","PH_LAB USED TO CALCULATE PH-DEPENDENT VARIABLES BECAUSE PH_FIELD VALUES WERE MISSING.","NO","9/27/2007","YES",5.008,517542,711354,"N","IM","ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D","","","N",12,"9/27/2007","YES",1.05,"","",7536,"",2,"YES","9/27/2007","YES","PROB_Lake","Target_Sampled","Target",-73.43960723,43.55819295,1797627.812,892625.6786,-73.43961,43.55819,"Index_site","","New York","ESSEX","Region_2","Lake Champlain","South Bay Lake Champlain",">100","NESLake","5001","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",470.73915,"06:>5000 ha",4.709098,23.455266,3.049064182,5.9,5.9,28.85,2,2010001,2010008000737,15447630,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES (Both)","NO","NO LAB DATA","NO","YES","NO","YES","NO","YES","NO",7536,84
"484","New York","NLA06608-0229",2007,1,"PROB_Lake","Target_Sampled","Yes","9/13/2007","P","9/13/2007","YES","YES",7.1,1,2,517421,711258,6.8,NA,38.96,NA,"N",98.69,NA,0.97,"<RL (2)","Y",4.14,NA,"N",4.23,NA,"N",0.016,1.142288,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.219,219,"","N",4,"<RL (4)","N",3.894,109.834164,"","N",0.005,0.5,"<RL (0.02)","Y",4.052,84.36264,"","N",2.785,138.9715,NA,"N",0.521,42.872048,"","N",2.645,115.0511785,NA,"N",0.358,9.1564228,"","N",9,"","N",2.903,"","N",0.158,0.063,1.138687064,307.35,293.05,14.3,306.05,2.38,41.07,36.65,32.95,4,"Y","9/17/2007","9/17/2007","N",2,"N",4,"N",4,"N",4,"Y",131,"Y",39,"Y",15,"N",7,"N",7,"N",7,"N",8,"Y",8,"Y",8,"Y",209,"Y",209,"Y",209,"Y",209,"Y",5,"Y",7,"N","","","","","YES","9/13/2007","YES",3.6,517422,711258,"N","","","","","N",8,"9/13/2007","YES",3,"","",7685,"",1,"YES","9/13/2007","","PROB_Lake","Target_Sampled","Target",-74.449008,43.95295544,1708712.42,916866.6343,-74.32986,44.07787,"Index_site","","New York","HAMILTON","Region_2","Park Lake","Long Lake",">100","NESLake","3619","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","NO","EHIGH","NAP",58,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",1683.029871,"04:>100-500 ha",16.8302987,78.155383,5.374128564,10.4,10.4,495.93,4,4150305,4150305001505,15468219,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",7685,303
"554","New York","NLA06608-0341",2007,1,"PROB_Lake","Target_Sampled","Yes","9/18/2007","P","9/18/2007","YES","YES",7.37,1,2,517571,711296,8.34,NA,358.7,NA,"N",1826.98,NA,1.51,"<RL (2)","Y",2.92,NA,"N",3.24,NA,"N",0.01,0.71393,"<RL (0.02)","Y",0.013,"<RL (0.02)","Y",0.333,333,"","N",23,"","N",23.415,660.44349,"","N",0.073,5.211689,"","N",44.085,917.8497,"","N",39.82,1987.018,NA,"N",9.123,750.713424,"","N",12.44,541.1102684,NA,"N",1.1,28.13426,"","N",7,"","N",6.54,"","N",0.005,2.188,0.643382694,3307.62,3410.49,-102.87,3306.98,-1.53,32.32,393.01,344.51,2,"N","9/20/2007","9/20/2007","N",3,"N",2,"N",3,"N",2,"N",149,"Y",90,"Y",10,"N",9,"Y",24,"N",24,"N",8,"Y",6,"N",8,"Y",205,"Y",205,"Y",205,"Y",205,"Y",2,"N",9,"Y","","","","","YES","9/18/2007","YES",5.28,517572,711296,"N","","","","","N",21,"9/18/2007","YES",3.65,"","",7751,"",1,"YES","9/18/2007","","PROB_Lake","Target_Sampled","Target",-75.93516194,43.20849339,1610114.265,809813.2892,-75.9243,43.1807,"Index_site","","New York","ONEIDA","Region_2","Oneida Lake","Oneida Lake",">100","NESLake","3622","NLALake","Panel_1","NESLake",0.12642225,7.833853361,8.418311244,"NY","YES","EHIGH","NAP",83,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",20700.45539,"06:>5000 ha",207.0045539,108.3401462,2.124195749,11.5,11.5,112.31,4,4140202,4140202001786,22025160,"Secchi_Samp","Target_Sampled","","Sampleable","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","","","YES","YES","YES","NOT DONE","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","NO LAB DATA","YES","YES","YES","YES","YES","YES","YES",7751,418
