"date","fit","se.pred"
1991-05-01,6.7302268760604,1.73961270932747
1991-05-02,6.73135111916221,1.739903300956
1991-05-03,6.69075109011973,1.72940910398137
1991-05-04,6.77211857415072,1.75044077378284
1991-05-05,6.8126402754421,1.76091472479047
1991-05-06,6.93507672475221,1.79256180106696
1991-05-07,6.97608833463715,1.80316238245889
1991-05-08,6.9758585214326,1.80310298089951
1991-05-09,6.97467115036924,1.80279607210868
1991-05-10,7.01508952663228,1.81324331591374
1991-05-11,6.96928843729392,1.80140476149629
1991-05-12,6.96502397262826,1.80030249301895
1991-05-13,6.95966365993335,1.79891697240252
1991-05-14,6.99873078035325,1.8090149468766
1991-05-15,6.99185796529715,1.80723847832055
1991-05-16,7.29923040052806,1.88668735941646
1991-05-17,7.29525473815581,1.88565973985502
1991-05-18,7.24512682986366,1.87270279977515
1991-05-19,7.14502040152263,1.84682753312599
1991-05-20,7.08704612276611,1.83184248225086
1991-05-21,7.07512237413541,1.82876046064255
1991-05-22,7.06184985138567,1.82532981117331
1991-05-23,7.04718944590035,1.82154042514282
1991-05-24,7.13377154360552,1.84391995563144
1991-05-25,7.16931597541522,1.85310739410278
1991-05-26,7.54829058977986,1.95106383268976
1991-05-27,7.63199456919056,1.97269943414653
1991-05-28,7.6684485392632,1.98212196786072
1991-05-29,7.93491680068316,2.05099803738037
1991-05-30,7.92633678253257,2.04878029511167
1991-05-31,7.96246739980308,2.0581192493783
1991-06-01,7.95195664447233,2.05540245484898
1991-06-02,7.94010912809822,2.05234013756935
1991-06-03,8.02158154511364,2.07339893019398
1991-06-04,8.10247972808616,2.09430929619681
1991-06-05,8.04178778082793,2.07862178896287
1991-06-06,8.0264930595526,2.0746684465264
1991-06-07,7.96034203903154,2.05756989128412
1991-06-08,7.94141500067937,2.0526776763449
1991-06-09,7.86947785528033,2.03408353758651
1991-06-10,7.79380250414498,2.01452315648166
1991-06-11,7.76864215290029,2.00801976995362
1991-06-12,7.85040959427026,2.02915481975742
1991-06-13,7.76889948256749,2.00808628390149
1991-06-14,7.90461881665407,2.04316668799875
1991-06-15,8.09039553727174,2.09118580388223
1991-06-16,8.01030800226877,2.07048497219921
1991-06-17,7.98117563559713,2.06295490876331
1991-06-18,7.89473589308367,2.04061217389915
1991-06-19,7.86141531354946,2.03199955136691
1991-06-20,7.88376418878154,2.03777623439838
1991-06-21,8.44423252859902,2.18264473067304
