datetime,agency_cd,site_no,Temp_Max_C,Temp_Max_C_cd,Temp_Min_C,Temp_Min_C_cd,Temp_Mean_C,Temp_Mean_C_cd,Discharge_ft3_s,Discharge_ft3_s_cd,SSDischarge_tons_d,SSDischarge_tons_d_cd,Phosphorus_unfiltered_lbs_d,Phosphorus_unfiltered_lbs_d_cd,Phosphorus_unfiltered_mg_L,Phosphorus_unfiltered_mg_L_cd,SSC_mg_L,SSC_mg_L_cd,Orthophosphate_filtered_mg_L,Orthophosphate_filtered_mg_L_cd,Orthophosphate_dissolved_lbs_d,Orthophosphate_dissolved_lbs_d_cd
2008-10-06,USGS,05427850,14.0,A,11.3,A,12.4,A,96,A,5.1,A,30.8,A,0.059,A,20,A,,,,
2008-10-07,USGS,05427850,13.7,A,13.2,A,13.5,A,97,A,3.6,A,33.2,A,0.063,A,14,A,,,,
2008-10-08,USGS,05427850,15.3,A,13.3,A,14.1,A,144,A,3.8,A,53.1,A,0.068,A,10,A,,,,
2008-10-09,USGS,05427850,15.3,A,13.2,A,14.1,A,138,A,6.1,A,45.0,A,0.060,A,17,A,,,,
2008-10-10,USGS,05427850,15.1,A,12.6,A,13.8,A,107,A,8.4,A,29.0,A,0.050,A,29,A,,,,
2008-10-11,USGS,05427850,17.2,A,13.4,A,14.9,A,93,A,6.2,A,27.9,A,0.055,A,25,A,,,,
2008-10-12,USGS,05427850,19.1,A,15.7,A,17.0,A,91,A,5.1,A,30.0,A,0.061,A,21,A,,,,
2008-10-13,USGS,05427850,18.7,A,17.4,A,18.0,A,69,A,3.3,A,24.7,A,0.067,A,18,A,,,,
2008-10-14,USGS,05427850,18.3,A,16.1,A,16.9,A,110,A,4.5,A,42.2,A,0.071,A,15,A,,,,
2008-10-15,USGS,05427850,16.1,A,14.0,A,15.2,A,100,A,3.5,A,36.0,A,0.067,A,13,A,,,,
2008-10-16,USGS,05427850,14.2,A,12.4,A,13.3,A,100,A,3.1,A,33.5,A,0.062,A,11,A,,,,
2008-10-17,USGS,05427850,13.0,A,11.6,A,12.1,A,93,A,2.6,A,29.1,A,0.058,A,10,A,,,,
2008-10-18,USGS,05427850,13.0,A,10.9,A,11.7,A,87,A,2.6,A,27.4,A,0.058,A,11,A,,,,
2008-10-19,USGS,05427850,12.5,A,11.0,A,11.8,A,80,A,2.6,A,26.0,A,0.060,A,12,A,,,,
2008-10-20,USGS,05427850,12.4,A,11.2,A,11.8,A,113,A,4.0,A,37.0,A,0.061,A,13,A,,,,
2008-10-21,USGS,05427850,11.4,A,9.5,A,10.5,A,92,A,3.8,A,30.2,A,0.061,A,15,A,,,,
2008-10-22,USGS,05427850,10.0,A,8.0,A,8.9,A,93,A,4.4,A,30.3,A,0.060,A,18,A,,,,
2008-10-23,USGS,05427850,8.5,A,7.0,A,7.9,A,89,A,4.1,A,26.5,A,0.055,A,17,A,,,,
2008-10-24,USGS,05427850,9.3,A,8.1,A,8.7,A,98,A,4.2,A,26.0,A,0.049,A,16,A,,,,
2008-10-25,USGS,05427850,9.6,A,8.6,A,9.0,A,85,A,3.4,A,21.3,A,0.046,A,15,A,,,,
2008-10-26,USGS,05427850,9.4,A,7.6,A,8.5,A,114,A,3.7,A,33.4,A,0.054,A,12,A,,,,
2008-10-27,USGS,05427850,7.6,A,5.4,A,6.6,A,118,A,3.3,A,37.5,A,0.059,A,10,A,,,,
2008-10-28,USGS,05427850,6.6,A,4.6,A,5.5,A,87,A,2.6,A,27.3,A,0.058,A,11,A,,,,
2008-10-29,USGS,05427850,6.8,A,3.9,A,5.3,A,91,A,3.0,A,28.5,A,0.058,A,12,A,,,,
2008-10-30,USGS,05427850,7.4,A,4.6,A,5.9,A,76,A,2.7,A,23.5,A,0.058,A,13,A,,,,
2008-10-31,USGS,05427850,9.7,A,6.8,A,8.0,A,108,A,4.2,A,33.3,A,0.057,A,14,A,,,,
2008-11-01,USGS,05427850,10.1,A,7.8,A,8.9,A,95,A,4.0,A,28.9,A,0.057,A,16,A,,,,
2008-11-02,USGS,05427850,10.4,A,8.4,A,9.3,A,86,A,4.0,A,26.0,A,0.056,A,17,A,,,,
2008-11-03,USGS,05427850,13.0,A,9.9,A,11.3,A,88,A,4.4,A,26.5,A,0.056,A,19,A,,,,
2008-11-04,USGS,05427850,14.3,A,12.0,A,13.0,A,85,A,4.7,A,25.5,A,0.055,A,20,A,,,,
2008-11-05,USGS,05427850,13.9,A,12.0,A,12.9,A,84,A,4.9,A,25.1,A,0.055,A,22,A,,,,
2008-11-06,USGS,05427850,13.2,A,11.9,A,12.7,A,102,A,5.7,A,30.2,A,0.055,A,21,A,,,,
2008-11-07,USGS,05427850,11.9,A,8.2,A,9.9,A,105,A,5.6,A,31.1,A,0.055,A,20,A,,,,
2008-11-08,USGS,05427850,8.2,A,6.2,A,7.0,A,111,A,5.6,A,32.9,A,0.055,A,19,A,,,,
2008-11-09,USGS,05427850,6.2,A,2.8,A,4.7,A,101,A,4.8,A,29.7,A,0.055,A,18,A,,,,
2008-11-10,USGS,05427850,3.1,A,1.4,A,2.2,A,97,A,4.2,A,27.2,A,0.052,A,16,A,,,,
2008-11-11,USGS,05427850,2.9,A,2.2,A,2.7,A,91,A,3.5,A,24.3,A,0.049,A,14,A,,,,
2008-11-12,USGS,05427850,3.3,A,2.1,A,2.5,A,96,A,3.3,A,24.3,A,0.047,A,13,A,,,,
2008-11-13,USGS,05427850,5.7,A,3.3,A,4.5,A,98,A,3.0,A,23.5,A,0.045,A,11,A,,,,
2008-11-14,USGS,05427850,6.6,A,5.7,A,6.0,A,143,A,4.0,A,33.0,A,0.043,A,10,A,,,,
2008-11-15,USGS,05427850,5.8,A,4.1,A,4.9,A,109,A,3.0,A,26.2,A,0.044,A,10,A,,,,
2008-11-16,USGS,05427850,4.3,A,2.5,A,3.4,A,106,A,3.1,A,27.2,A,0.047,A,11,A,,,,
2008-11-17,USGS,05427850,2.8,A,0.5,A,1.7,A,104,A,3.1,A,28.4,A,0.051,A,11,A,,,,
2008-11-18,USGS,05427850,2.1,A,0.0,A,0.9,A,73,A,2.3,A,21.3,A,0.054,A,12,A,,,,
2008-11-19,USGS,05427850,2.6,A,0.8,A,1.6,A,122,A,4.0,A,38.0,A,0.058,A,12,A,,,,
2008-11-20,USGS,05427850,0.8,A,0.0,A,0.1,A,92,A,3.1,A,30.5,A,0.061,A,13,A,,,,
2008-11-21,USGS,05427850,1.3,A,0.0,A,0.6,A,82,A,2.9,A,28.9,A,0.065,A,13,A,,,,
2008-11-22,USGS,05427850,1.8,A,0.8,A,1.3,A,80,A,2.9,A,30.3,A,0.070,A,14,A,,,,
2008-11-23,USGS,05427850,2.1,A,1.1,A,1.6,A,88,A,3.4,A,35.6,A,0.074,A,14,A,,,,
2008-11-24,USGS,05427850,2.0,A,1.4,A,1.7,A,94,A,3.7,A,39.1,A,0.077,A,15,A,,,,
2008-11-25,USGS,05427850,2.1,A,0.9,A,1.5,A,80,A,3.3,A,29.6,A,0.068,A,15,A,,,,
2008-11-26,USGS,05427850,2.2,A,0.9,A,1.6,A,83,A,3.5,A,26.7,A,0.060,A,16,A,,,,
2008-11-27,USGS,05427850,2.2,A,1.2,A,1.7,A,75,A,3.3,A,21.2,A,0.052,A,16,A,,,,
2008-11-28,USGS,05427850,2.4,A,1.0,A,1.7,A,87,A,4.0,A,21.5,A,0.046,A,17,A,,,,
2008-11-29,USGS,05427850,2.2,A,1.3,A,1.9,A,83,A,3.9,A,17.9,A,0.040,A,18,A,,,,
2008-11-30,USGS,05427850,2.2,A,0.6,A,1.4,A,108,A,5.4,A,20.4,A,0.035,A,18,A,,,,
2008-12-01,USGS,05427850,0.6,A,0.0,A,0.2,A,68,A,3.4,A,11.5,A,0.032,A,19,A,,,,
2008-12-02,USGS,05427850,1.3,A,0.0,A,0.5,A,71,A,3.5,A,12.3,A,0.032,A,19,A,,,,
2008-12-03,USGS,05427850,1.1,A,0.1,A,0.4,A,96,A,4.8,A,17.3,A,0.033,A,18,A,,,,
2008-12-04,USGS,05427850,0.5,A,0.1,A,0.3,A,75,A,3.6,A,14.0,A,0.035,A,18,A,,,,
2008-12-05,USGS,05427850,0.5,A,0.1,A,0.3,A,61,A,2.9,A,11.9,A,0.036,A,18,A,,,,
2008-12-06,USGS,05427850,0.3,A,0.0,A,0.1,A,88,A,4.1,A,17.6,A,0.037,A,17,A,,,,
2008-12-07,USGS,05427850,0.1,A,0.0,A,0.0,A,69,A,3.2,A,14.3,A,0.038,A,17,A,,,,
2008-12-08,USGS,05427850,0.0,A,0.0,A,0.0,A,80,A,3.6,A,17.1,A,0.040,A,17,A,,,,
2008-12-09,USGS,05427850,0.0,A,0.0,A,0.0,A,81,A,3.6,A,18.0,A,0.041,A,17,A,,,,
2008-12-10,USGS,05427850,0.0,A,0.0,A,0.0,A,72,A,3.2,A,16.5,A,0.043,A,16,A,,,,
2008-12-11,USGS,05427850,0.0,A,0.0,A,0.0,A,78,A,3.4,A,18.5,A,0.044,A,16,A,,,,
2008-12-12,USGS,05427850,0.1,A,0.0,A,0.0,A,67,A,3.0,A,16.6,A,0.046,A,16,A,,,,
2008-12-13,USGS,05427850,0.0,A,0.0,A,0.0,A,69,A,3.1,A,17.7,A,0.047,A,16,A,,,,
2008-12-14,USGS,05427850,0.0,A,0.0,A,0.0,A,92,A,4.1,A,24.5,A,0.049,A,16,A,,,,
2008-12-15,USGS,05427850,0.1,A,0.0,A,0.0,A,105,A,4.6,A,28.8,A,0.051,A,16,A,,,,
2008-12-16,USGS,05427850,0.0,A,0.0,A,0.0,A,81,A,3.5,A,23.0,A,0.052,A,16,A,,,,
2008-12-17,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,3.9,A,26.4,A,0.054,A,16,A,,,,
2008-12-18,USGS,05427850,0.0,A,0.0,A,0.0,A,84,A,3.6,A,25.4,A,0.056,A,16,A,,,,
2008-12-19,USGS,05427850,0.0,A,0.0,A,0.0,A,84,A,3.7,A,26.5,A,0.058,A,16,A,,,,
2008-12-20,USGS,05427850,0.0,A,0.0,A,0.0,A,82,A,3.7,A,26.8,A,0.060,A,16,A,,,,
2008-12-21,USGS,05427850,0.0,A,0.0,A,0.0,A,85,A,3.9,A,28.6,A,0.062,A,17,A,,,,
2008-12-22,USGS,05427850,0.0,A,0.0,A,0.0,A,78,A,3.8,A,27.3,A,0.065,A,18,A,,,,
2008-12-23,USGS,05427850,0.0,A,0.0,A,0.0,A,87,A,4.3,A,31.6,A,0.067,A,18,A,,,,
2008-12-24,USGS,05427850,0.0,A,0.0,A,0.0,A,86,A,4.5,A,32.3,A,0.069,A,19,A,,,,
2008-12-25,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,4.7,A,33.7,A,0.071,A,20,A,,,,
2008-12-26,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,4.9,A,34.7,A,0.073,A,21,A,,,,
2008-12-27,USGS,05427850,0.0,A,0.0,A,0.0,A,128,A,7.4,A,71.1,A,0.100,A,21,A,,,,
2008-12-28,USGS,05427850,0.0,A,0.0,A,0.0,A,207,A,12,A,173,A,0.153,A,22,A,,,,
2008-12-29,USGS,05427850,0.0,A,0.0,A,0.0,A,218,A,14,A,272,A,0.233,A,23,A,,,,
2008-12-30,USGS,05427850,0.0,A,0.0,A,0.0,A,153,A,9.8,A,256,A,0.308,A,24,A,,,,
2008-12-31,USGS,05427850,0.0,A,0.0,A,0.0,A,105,A,6.6,A,125,A,0.219,A,23,A,,,,
2009-01-01,USGS,05427850,0.0,A,0.0,A,0.0,A,105,A,6.3,A,86.9,A,0.153,A,22,A,,,,
2009-01-02,USGS,05427850,0.0,A,0.0,A,0.0,A,103,A,5.9,A,79.4,A,0.143,A,21,A,,,,
2009-01-03,USGS,05427850,0.0,A,0.0,A,0.0,A,97,A,5.4,A,71.3,A,0.136,A,21,A,,,,
2009-01-04,USGS,05427850,0.0,A,0.0,A,0.0,A,98,A,5.2,A,69.3,A,0.131,A,20,A,,,,
2009-01-05,USGS,05427850,0.0,A,0.0,A,0.0,A,82,A,4.2,A,55.2,A,0.125,A,19,A,,,,
2009-01-06,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,4.4,A,57.8,A,0.119,A,18,A,,,,
2009-01-07,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,4.3,A,55.7,A,0.114,A,18,A,,,,
2009-01-08,USGS,05427850,0.0,A,0.0,A,0.0,A,82,A,3.7,A,48.3,A,0.109,A,17,A,,,,
2009-01-09,USGS,05427850,0.0,A,0.0,A,0.0,A,79,A,3.5,A,44.5,A,0.105,A,16,A,,,,
2009-01-10,USGS,05427850,0.0,A,0.0,A,0.0,A,89,A,3.8,A,48.1,A,0.100,A,16,A,,,,
2009-01-11,USGS,05427850,0.0,A,0.0,A,0.0,A,91,A,3.7,A,47.5,A,0.097,A,15,A,,,,
2009-01-12,USGS,05427850,0.0,A,0.0,A,0.0,A,87,A,3.4,A,43.8,A,0.093,A,15,A,,,,
2009-01-13,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,3.3,A,42.9,A,0.090,A,14,A,,,,
2009-01-14,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,3.2,A,41.2,A,0.087,A,13,A,,,,
2009-01-15,USGS,05427850,0.0,A,0.0,A,0.0,A,85,A,3.0,A,38.6,A,0.084,A,13,A,,,,
2009-01-16,USGS,05427850,0.0,A,0.0,A,0.0,A,86,A,2.9,A,37.5,A,0.081,A,12,A,,,,
2009-01-17,USGS,05427850,0.0,A,0.0,A,0.0,A,84,A,2.7,A,35.6,A,0.078,A,12,A,,,,
2009-01-18,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,2.8,A,35.9,A,0.075,A,12,A,,,,
2009-01-19,USGS,05427850,0.0,A,0.0,A,0.0,A,89,A,2.7,A,35.1,A,0.073,A,11,A,,,,
2009-01-20,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,2.6,A,34.0,A,0.070,A,11,A,,,,
2009-01-21,USGS,05427850,0.0,A,0.0,A,0.0,A,89,A,2.5,A,32.6,A,0.068,A,10,A,,,,
2009-01-22,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,2.4,A,31.9,A,0.065,A,10,A,,,,
2009-01-23,USGS,05427850,0.0,A,0.0,A,0.0,A,87,A,2.2,A,29.6,A,0.063,A,10,A,,,,
2009-01-24,USGS,05427850,0.0,A,0.0,A,0.0,A,79,A,2.0,A,26.0,A,0.061,A,9,A,,,,
2009-01-25,USGS,05427850,0.0,A,0.0,A,0.0,A,75,A,1.8,A,23.9,A,0.059,A,9,A,,,,
2009-01-26,USGS,05427850,0.0,A,0.0,A,0.0,A,80,A,1.8,A,24.6,A,0.057,A,9,A,,,,
2009-01-27,USGS,05427850,0.0,A,0.0,A,0.0,A,81,A,1.8,A,24.0,A,0.055,A,8,A,,,,
2009-01-28,USGS,05427850,0.0,A,0.0,A,0.0,A,84,A,1.8,A,23.9,A,0.053,A,8,A,,,,
2009-01-29,USGS,05427850,0.0,A,0.0,A,0.0,A,85,A,1.7,A,23.4,A,0.051,A,8,A,,,,
2009-01-30,USGS,05427850,0.0,A,0.0,A,0.0,A,86,A,1.7,A,22.9,A,0.049,A,7,A,,,,
2009-01-31,USGS,05427850,0.0,A,0.0,A,0.0,A,85,A,1.6,A,21.9,A,0.047,A,7,A,,,,
2009-02-01,USGS,05427850,0.0,A,0.0,A,0.0,A,90,A,1.6,A,22.3,A,0.046,A,7,A,,,,
2009-02-02,USGS,05427850,0.0,A,0.0,A,0.0,A,92,A,1.6,A,22.0,A,0.044,A,7,A,,,,
2009-02-03,USGS,05427850,0.0,A,0.0,A,0.0,A,82,A,1.4,A,18.9,A,0.043,A,6,A,,,,
2009-02-04,USGS,05427850,0.0,A,0.0,A,0.0,A,79,A,1.3,A,18.0,A,0.042,A,6,A,,,,
2009-02-05,USGS,05427850,0.0,A,0.0,A,0.0,A,82,A,1.5,A,23.0,A,0.052,A,7,A,,,,
2009-02-06,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,2.0,A,33.1,A,0.069,A,8,A,,,,
2009-02-07,USGS,05427850,0.0,A,0.0,A,0.0,A,98,A,2.7,A,48.4,A,0.091,A,10,A,,,,
2009-02-08,USGS,05427850,0.0,A,0.0,A,0.0,A,128,A,4.2,A,86.9,A,0.124,A,12,A,,,,
2009-02-09,USGS,05427850,0.0,A,0.0,A,0.0,A,171,A,6.6,A,183,A,0.197,A,14,A,,,,
2009-02-10,USGS,05427850,0.1,A,0.0,A,0.0,A,294,A,14,A,529,A,0.321,A,17,A,,,,
2009-02-11,USGS,05427850,0.0,A,0.0,A,0.0,A,544,A,30,A,1540,A,0.522,A,20,A,,,,
2009-02-12,USGS,05427850,0.0,A,0.0,A,0.0,A,483,A,30,A,1890,A,0.723,A,23,A,,,,
2009-02-13,USGS,05427850,0.0,A,0.0,A,0.0,A,281,A,17,A,798,A,0.518,A,22,A,,,,
2009-02-14,USGS,05427850,0.3,A,0.0,A,0.1,A,158,A,9.2,A,376,A,0.438,A,22,A,,,,
2009-02-15,USGS,05427850,0.2,A,0.0,A,0.1,A,118,A,6.7,A,246,A,0.386,A,21,A,,,,
2009-02-16,USGS,05427850,0.3,A,0.0,A,0.1,A,102,A,5.7,A,187,A,0.341,A,21,A,,,,
2009-02-17,USGS,05427850,0.4,A,0.0,A,0.1,A,100,A,5.5,A,164,A,0.305,A,20,A,,,,
2009-02-18,USGS,05427850,0.3,A,0.0,A,0.1,A,102,A,5.5,A,165,A,0.300,A,20,A,,,,
2009-02-19,USGS,05427850,0.4,A,0.0,A,0.1,A,84,A,4.4,A,136,A,0.299,A,19,A,,,,
2009-02-20,USGS,05427850,0.5,A,0.0,A,0.2,A,89,A,4.6,A,143,A,0.299,A,19,A,,,,
2009-02-21,USGS,05427850,0.0,A,0.0,A,0.0,A,88,A,4.4,A,142,A,0.299,A,19,A,,,,
2009-02-22,USGS,05427850,0.0,A,0.0,A,0.0,A,83,A,4.1,A,134,A,0.298,A,18,A,,,,
2009-02-23,USGS,05427850,0.0,A,0.0,A,0.0,A,81,A,3.9,A,131,A,0.298,A,18,A,,,,
2009-02-24,USGS,05427850,0.1,A,0.0,A,0.0,A,85,A,4.0,A,136,A,0.298,A,18,A,,,,
2009-02-25,USGS,05427850,0.4,A,0.0,A,0.1,A,87,A,4.0,A,139,A,0.297,A,17,A,,,,
2009-02-26,USGS,05427850,0.1,A,0.0,A,0.0,A,123,A,5.7,A,226,A,0.326,A,17,A,,,,
2009-02-27,USGS,05427850,0.3,A,0.0,A,0.1,A,411,A,139,A,1500,A,0.657,A,115,A,,,,
2009-02-28,USGS,05427850,0.1,A,0.0,A,0.0,A,441,A,117,A,1540,A,0.646,A,97,A,,,,
2009-03-01,USGS,05427850,0.5,A,0.0,A,0.1,A,256,A,36,A,766,A,0.547,A,50,A,,,,
2009-03-02,USGS,05427850,1.3,A,0.0,A,0.5,A,119,A,8.4,A,298,A,0.464,A,26,A,,,,
2009-03-03,USGS,05427850,1.3,A,0.3,A,0.7,A,99,A,5.8,A,231,A,0.431,A,21,A,,,,
2009-03-04,USGS,05427850,1.8,A,0.7,A,1.2,A,97,A,5.5,A,226,A,0.430,A,21,A,,,,
2009-03-05,USGS,05427850,2.1,A,1.2,A,1.6,A,117,A,7.3,A,272,A,0.429,A,23,A,,,,
2009-03-06,USGS,05427850,4.2,A,1.1,A,2.4,A,190,A,11,A,440,A,0.428,A,21,A,,,,
2009-03-07,USGS,05427850,3.4,A,1.7,A,2.6,A,240,A,13,A,594,A,0.453,A,20,A,,,,
2009-03-08,USGS,05427850,2.8,A,0.0,A,1.3,A,535,A,62,A,1740,A,0.595,A,40,A,,,,
2009-03-09,USGS,05427850,1.5,A,0.0,A,0.5,A,698,A,139,A,2830,A,0.750,A,74,A,,,,
2009-03-10,USGS,05427850,1.7,A,0.2,A,1.3,A,701,A,117,A,2680,A,0.708,A,62,A,,,,
2009-03-11,USGS,05427850,0.6,A,0.0,A,0.2,A,710,A,109,A,2650,A,0.691,A,57,A,,,,
2009-03-12,USGS,05427850,1.3,A,0.0,A,0.5,A,508,A,67,A,1790,A,0.647,A,48,A,,,,
2009-03-13,USGS,05427850,2.1,A,0.4,A,1.1,A,252,A,25,A,783,A,0.571,A,36,A,,,,
2009-03-14,USGS,05427850,2.9,A,1.7,A,2.3,A,179,A,13,A,489,A,0.505,A,27,A,,,,
2009-03-15,USGS,05427850,5.2,A,2.2,A,3.5,A,165,A,9.1,A,398,A,0.446,A,20,A,,,,
2009-03-16,USGS,05427850,6.8,A,3.5,A,4.8,A,155,A,7.6,A,316,A,0.376,A,18,A,,,,
2009-03-17,USGS,05427850,8.9,A,4.5,A,6.5,A,152,A,7.4,A,249,A,0.305,A,18,A,,,,
2009-03-18,USGS,05427850,8.5,A,7.0,A,7.7,A,161,A,7.9,A,234,A,0.268,A,18,A,,,,
2009-03-19,USGS,05427850,7.9,A,6.0,A,6.8,A,149,A,7.4,A,208,A,0.258,A,18,A,,,,
2009-03-20,USGS,05427850,6.4,A,5.2,A,5.7,A,120,A,6.0,A,161,A,0.248,A,19,A,,,,
2009-03-21,USGS,05427850,8.5,A,4.6,A,6.2,A,137,A,7.0,A,177,A,0.239,A,19,A,,,,
2009-03-22,USGS,05427850,9.0,A,6.5,A,7.9,A,142,A,7.3,A,176,A,0.230,A,19,A,,,,
2009-03-23,USGS,05427850,8.2,A,6.6,A,7.3,A,122,A,6.4,A,146,A,0.221,A,19,A,,,,
2009-03-24,USGS,05427850,7.3,A,5.9,A,6.5,A,166,A,8.7,A,191,A,0.213,A,19,A,,,,
2009-03-25,USGS,05427850,7.2,A,5.4,A,6.4,A,415,A,22,A,459,A,0.205,A,20,A,,,,
2009-03-26,USGS,05427850,7.2,A,4.9,A,5.9,A,444,A,24,A,478,A,0.199,A,20,A,,,,
2009-03-27,USGS,05427850,6.8,A,4.5,A,5.7,A,229,A,13,A,257,A,0.209,A,22,A,,,,
2009-03-28,USGS,05427850,6.0,A,3.1,A,4.8,A,181,A,12,A,217,A,0.222,A,24,A,,,,
2009-03-29,USGS,05427850,5.2,A,2.4,A,3.7,A,107,A,7.8,A,137,A,0.235,A,27,A,,,,
2009-03-30,USGS,05427850,6.4,A,3.7,A,5.0,A,161,A,11,A,191,A,0.219,A,25,A,,,,
2009-03-31,USGS,05427850,5.6,A,4.8,A,5.2,A,89,A,5.2,A,89.7,A,0.183,A,21,A,,,,
2009-04-01,USGS,05427850,5.3,A,4.3,A,4.8,A,200,A,9.3,A,162,A,0.152,A,17,A,,,,
2009-04-02,USGS,05427850,5.8,A,4.3,A,5.0,A,198,A,8.2,A,141,A,0.132,A,15,A,,,,
2009-04-03,USGS,05427850,7.6,A,4.8,A,6.1,A,137,A,5.9,A,94.8,A,0.128,A,16,A,,,,
2009-04-04,USGS,05427850,8.4,A,6.0,A,7.0,A,132,A,6.0,A,89.2,A,0.125,A,17,A,,,,
2009-04-05,USGS,05427850,7.5,A,4.9,A,6.0,A,154,A,7.3,A,102,A,0.122,A,18,A,,,,
2009-04-06,USGS,05427850,6.5,A,3.6,A,5.1,A,119,A,6.0,A,77.2,A,0.120,A,19,A,,,,
2009-04-07,USGS,05427850,7.3,A,4.6,A,5.9,A,110,A,5.9,A,69.8,A,0.117,A,20,A,,,,
2009-04-08,USGS,05427850,8.6,A,5.5,A,7.0,A,127,A,7.1,A,78.8,A,0.115,A,21,A,,,,
2009-04-09,USGS,05427850,10.2,A,6.8,A,8.5,A,127,A,7.5,A,77.3,A,0.112,A,22,A,,,,
2009-04-10,USGS,05427850,10.1,A,7.4,A,8.8,A,120,A,7.4,A,71.7,A,0.110,A,23,A,,,,
2009-04-11,USGS,05427850,11.0,A,7.5,A,9.3,A,113,A,7.3,A,66.0,A,0.108,A,24,A,,,,
2009-04-12,USGS,05427850,11.7,A,8.5,A,10,A,121,A,8.0,A,71.7,A,0.109,A,24,A,,,,
2009-04-13,USGS,05427850,10.2,A,6.6,A,8.3,A,123,A,8.3,A,73.7,A,0.111,A,25,A,,,,
2009-04-14,USGS,05427850,9.6,A,5.7,A,7.5,A,105,A,7.2,A,63.4,A,0.112,A,25,A,,,,
2009-04-15,USGS,05427850,11.8,A,7.6,A,9.5,A,107,A,7.4,A,65.5,A,0.113,A,26,A,,,,
2009-04-16,USGS,05427850,15.0,A,9.7,A,11.8,A,109,A,7.7,A,67.5,A,0.115,A,26,A,,,,
2009-04-17,USGS,05427850,16.4,A,11.8,A,13.7,A,107,A,7.7,A,67.1,A,0.116,A,27,A,,,,
2009-04-18,USGS,05427850,16.0,A,13.8,A,14.8,A,107,A,7.8,A,67.8,A,0.117,A,27,A,,,,
2009-04-19,USGS,05427850,15.2,A,12.3,A,13.8,A,120,A,8.9,A,76.8,A,0.119,A,28,A,,,,
2009-04-20,USGS,05427850,12.3,A,10.6,A,11.4,A,144,A,11,A,92.8,A,0.120,A,28,A,,,,
2009-04-21,USGS,05427850,10.6,A,8.0,A,8.9,A,176,A,13,A,112,A,0.118,A,27,A,,,,
2009-04-22,USGS,05427850,11.8,A,7.1,A,9.5,A,166,A,12,A,104,A,0.116,A,27,A,,,,
2009-04-23,USGS,05427850,12.5,A,9.5,A,11.0,A,126,A,9.0,A,78.2,A,0.115,A,26,A,,,,
2009-04-24,USGS,05427850,16.5,A,11.6,A,13.4,A,97,A,7.9,A,63.8,A,0.122,A,31,A,,,,
2009-04-25,USGS,05427850,16.5,A,12.5,A,15.1,A,167,A,17,A,120,A,0.133,A,37,A,,,,
2009-04-26,USGS,05427850,13.2,A,11.0,A,11.9,A,323,A,39,A,253,A,0.144,A,44,A,,,,
2009-04-27,USGS,05427850,13.9,A,12.1,A,13.1,A,450,A,57,A,385,A,0.159,A,47,A,,,,
2009-04-28,USGS,05427850,14.2,A,11.0,A,12.7,A,276,A,33,A,262,A,0.178,A,44,A,,,,
2009-04-29,USGS,05427850,13.6,A,11.9,A,12.8,A,138,A,16,A,146,A,0.197,A,42,A,,,,
2009-04-30,USGS,05427850,15.5,A,12.8,A,13.8,A,135,A,15,A,138,A,0.189,A,41,A,,,,
2009-05-01,USGS,05427850,15.2,A,13.6,A,14.3,A,153,A,16,A,145,A,0.176,A,40,A,,,,
2009-05-02,USGS,05427850,15.7,A,13.4,A,14.4,A,130,A,13,A,115,A,0.164,A,38,A,,,,
2009-05-03,USGS,05427850,17.4,A,13.8,A,15.2,A,128,A,13,A,105,A,0.152,A,37,A,,,,
2009-05-04,USGS,05427850,18.9,A,14.9,A,16.7,A,116,A,11,A,89.5,A,0.143,A,36,A,,,,
2009-05-05,USGS,05427850,18.0,A,15.8,A,16.6,A,114,A,11,A,86.9,A,0.141,A,36,A,,,,
2009-05-06,USGS,05427850,18.4,A,15.3,A,16.5,A,117,A,12,A,88.1,A,0.139,A,36,A,,,,
2009-05-07,USGS,05427850,19.1,A,16.9,A,17.7,A,146,A,14,A,108,A,0.137,A,37,A,,,,
2009-05-08,USGS,05427850,20.3,A,16.8,A,18.1,A,145,A,14,A,106,A,0.135,A,37,A,,,,
2009-05-09,USGS,05427850,19.9,A,15.3,A,17.1,A,258,A,26,A,186,A,0.134,A,37,A,,,,
2009-05-10,USGS,05427850,16.4,A,14.2,A,15.3,A,306,A,30,A,225,A,0.136,A,37,A,,,,
2009-05-11,USGS,05427850,17.5,A,14.6,A,15.8,A,181,A,18,A,138,A,0.142,A,37,A,,,,
2009-05-12,USGS,05427850,18.7,A,15.1,A,16.8,A,121,A,12,A,96.3,A,0.148,A,36,A,,,,
2009-05-13,USGS,05427850,16.8,A,15.2,A,15.9,A,132,A,13,A,109,A,0.154,A,36,A,,,,
2009-05-14,USGS,05427850,17.8,A,15.0,A,16.4,A,266,A,26,A,223,A,0.155,A,36,A,,,,
